rank,channel_id,channel_name,channel_url,subscribers,video_count,country,classification,latest_video_id,latest_video_title,latest_video_thumbnail,latest_video_published_at,latest_video_duration_sec,generated_at_utc
101,UCpkWCNM_dwuxAScYCbrYGWA,The Tufunzeni Podcast,https://www.youtube.com/channel/UCpkWCNM_dwuxAScYCbrYGWA,178,4,,podcast,xOW8bXSFbQ0,How to Hack Classroom Management in the 21st Century,https://i.ytimg.com/vi/xOW8bXSFbQ0/mqdefault.jpg,2025-09-16T09:00:06Z,4322,2025-10-06T09:36:02Z
102,UC57t7gUWdLiJ-8opj8QV71Q,SPACE TV KE,https://www.youtube.com/channel/UC57t7gUWdLiJ-8opj8QV71Q,177,75,KE,other,XJnD9LPBjDg,DJ CARLVICTOR 254 KALENJIN ADVENTIST MIX,https://i.ytimg.com/vi/XJnD9LPBjDg/mqdefault.jpg,2025-09-23T10:01:00Z,3691,2025-10-06T09:36:02Z
103,UCPXjfklySf9QxPD4NI-VSeg,Tech Magazine Kenya,https://www.youtube.com/channel/UCPXjfklySf9QxPD4NI-VSeg,177,13,,other,oajyb0_LHno,TECH MAGAZINE SHOW EP 5 - PART 2 - TECH TALK,https://i.ytimg.com/vi/oajyb0_LHno/mqdefault.jpg,2021-11-11T10:00:06Z,1405,2025-10-06T09:36:02Z
104,UCEioZNJoAjcycW-0I-eMnUg,Point 254 Podcast,https://www.youtube.com/channel/UCEioZNJoAjcycW-0I-eMnUg,166,16,KE,podcast,g29xDQFq2hU,"Point 254 Podcast: Episode 8 with Njahira Wangari, Disability Inclusion Expert",https://i.ytimg.com/vi/g29xDQFq2hU/mqdefault.jpg,2024-12-24T09:10:12Z,2257,2025-10-06T09:36:02Z
105,UCSURNSMH_Z58T0x1qEPxixA,KENYA DIGITAL NEWS,https://www.youtube.com/channel/UCSURNSMH_Z58T0x1qEPxixA,160,64,,other,dCuiWEr2F-w,Rigathi Gachagua's Press Statement on the status of Juja Member of Parliament George Koimburi.,https://i.ytimg.com/vi/dCuiWEr2F-w/mqdefault.jpg,2025-05-26T14:08:14Z,717,2025-10-06T09:36:02Z
106,UCrkKRmxD0li0y9HjPb1xWMA,UpSyd Clips,https://www.youtube.com/channel/UCrkKRmxD0li0y9HjPb1xWMA,156,4,KE,other,Bfli4TwMFGI,"FLAQO on public break ups, repossessing car after break up, relationships | MIC CHEQUE PODCAST",https://i.ytimg.com/vi/Bfli4TwMFGI/mqdefault.jpg,2025-08-24T10:32:28Z,1295,2025-10-06T09:36:02Z
107,UCdtWerEASa5ffuxjNLYPzCQ,Immaculata Television Kenya,https://www.youtube.com/channel/UCdtWerEASa5ffuxjNLYPzCQ,152,14,,other,odUGCudCvkY,What is Sanctifying Grace? | Episode 1 ,https://i.ytimg.com/vi/odUGCudCvkY/mqdefault.jpg,2025-09-26T08:22:26Z,971,2025-10-06T09:36:02Z
108,UC_JXNZ74vEqZere1sAkiicA,The Kenyan podcast,https://www.youtube.com/channel/UC_JXNZ74vEqZere1sAkiicA,142,21,KE,podcast,BN27yDaRrYg,THE KENYAN PODCAST Live!,https://i.ytimg.com/vi/BN27yDaRrYg/mqdefault.jpg,2024-07-06T01:33:21Z,4401,2025-10-06T09:36:02Z
109,UCElsoUs_l5pW3mIy99STaLg,OUTSOURCE TALK SHOW,https://www.youtube.com/channel/UCElsoUs_l5pW3mIy99STaLg,140,35,KE,podcast,M7VA22AA76c,TAITA TAVETA : HUMAN WILDLIFE CONFLICT LIVE,https://i.ytimg.com/vi/M7VA22AA76c/mqdefault.jpg,2021-02-22T19:27:32Z,1315,2025-10-06T09:36:02Z
110,UCiZcLv8O7aJeFJBc5bEhdIw,The Women Connect Show,https://www.youtube.com/channel/UCiZcLv8O7aJeFJBc5bEhdIw,133,9,,podcast,Z0l_OQYAl3w,Episode 6: CPA Pius Syuki | Women & Finance,https://i.ytimg.com/vi/Z0l_OQYAl3w/mqdefault.jpg,2025-07-18T15:00:06Z,1866,2025-10-06T09:36:02Z
111,UCldQfsiWa5q_hYDvfRTi2vA,EAST SIDE PODCAST ,https://www.youtube.com/channel/UCldQfsiWa5q_hYDvfRTi2vA,131,233,QA,podcast,c5Ab1KEGQBc,Where is Raila Odinga? - Health Concerns Mount Amidst Public Silence.​,https://i.ytimg.com/vi/c5Ab1KEGQBc/mqdefault.jpg,2025-10-06T09:30:31Z,663,2025-10-06T09:36:02Z
112,UCKF4RCmR4WQoVzzvjG71k5Q,The What Even Podcast,https://www.youtube.com/channel/UCKF4RCmR4WQoVzzvjG71k5Q,117,57,KE,podcast,R-nWjv5VlPE,The 18 year old who tried to fix Africas JOB CRISIS,https://i.ytimg.com/vi/R-nWjv5VlPE/mqdefault.jpg,2025-09-20T19:29:10Z,3272,2025-10-06T09:36:02Z
113,UCXfMr41s8MSPLczAimB-c7w,Young Mindset Podcast,https://www.youtube.com/channel/UCXfMr41s8MSPLczAimB-c7w,113,10,,podcast,k0uONVA994g,PRAYER COMMITTEE FOR POLICE DEPARTING TO HAITI||THE TRANSPORT SECTOR MENACE,https://i.ytimg.com/vi/k0uONVA994g/mqdefault.jpg,2024-04-04T15:26:05Z,2346,2025-10-06T09:36:02Z
